Tf,Target
5540,8078
11416,12549
146,5692
5655,3722
4825,9974
4411,6432
1483,5766
6034,7918
4416,4775
6245,6263
1879,5995
6488,5822
7009,6097
5655,7490
6644,6311
2338,6438
6069,6455
5119,8004
5655,6316
6029,6072
4935,8591
162,5750
1313,8712
6523,6631
5757,8637
5013,6281
4468,5547
8467,6319
1879,6969
7071,6097
6380,5969
6380,4762
7029,5515
8804,4663
6592,6455
6303,4411
2161,5080
4364,4447
1938,6595
5218,5147
9778,3785
8681,8591
8467,6011
663,5510
2500,5510
1352,5510
8922,5510
332,5510
6029,6226
8467,5647
1839,6444
4825,4951
6718,5679
7834,8591
7593,4479
5422,2230
10185,6240
449,4315
8467,4986
449,6068
7355,5218
8922,4357
1352,4357
4762,4357
663,4357
332,4357
2500,4357
7490,6720
7780,6678
663,100
8922,100
2500,100
332,100
9408,6412
6403,5900
5603,7268
7316,3362
449,7020
9800,8591
3753,8078
5638,5804
2182,2140
1313,1391
440,4335
7101,8591
5655,7260
5013,5826
454,11379
146,5838
5807,6480
1313,4479
6737,4786
5655,5603
7766,9778
2182,4616
3952,2500
1938,5692
4468,4366
2338,7739
9607,6994
7578,2500
6720,6066
1839,5574
4364,8542
6718,7823
6718,6131
6403,5866
6644,5743
6890,1203
2303,1203
2338,6006
6269,5828
454,6257
9299,2482
1924,5872
8004,6277
6374,8712
3191,5963
2182,7720
7593,10218
1924,7738
2338,6019
8752,8078
5013,5918
5769,2282
5928,5909
6185,6229
6185,1411
2067,6297
5903,1480
5694,6570
5694,4663
4884,6374
4825,7496
5013,5966
5013,2087
5013,3939
5013,7112
5013,5147
5013,6476
6380,2316
4985,2701
144,1938
11416,9688
146,6737
6034,6082
540,8591
4825,4797
5013,4315
4825,2091
6374,6191
1879,5258
1483,6583
2440,6928
3310,2282
2182,6440
4947,6097
6727,4663
6727,6570
11416,852
6994,2282
2182,6397
2182,7786
6403,6250
6718,7125
5081,4386
6029,5193
4375,5751
1313,6191
6488,6267
4375,6012
4825,102
7029,501
7622,8591
4375,4756
5218,5918
10218,6249
6374,1391
8748,4505
1938,5838
5218,6068
6488,6523
318,6097
146,433
11416,2423
2182,5911
6644,5679
146,5756
5822,5758
5468,5083
737,4663
5013,900
6069,9887
1246,2500
8028,12916
900,8591
6307,6250
4825,6979
4825,4655
5687,1839
1334,453
1334,6419
7784,8591
6410,6665
5655,994
2255,1658
4825,6628
852,6097
6644,2272
6644,6131
6644,7823
5603,2461
5974,8591
3278,4663
3278,6570
1483,5115
5473,6069
9299,4489
4941,836
6307,5866
454,8730
7022,5058
5259,6789
2067,5537
2255,7889
6415,4663
9299,5601
6231,6979
2395,4508
5591,5547
5411,7069
6307,5900
1483,2161
5679,6097
6069,7559
5847,4416
5847,1352
2182,9343
6029,5877
5237,4663
5471,2500
4825,5587
6628,8591
5603,4505
10218,2761
4364,7784
6034,10172
6235,8591
449,5918
811,5498
1979,5498
6718,5773
6718,7593
629,5758
6029,6527
7029,1986
1938,6737
5655,8165
2212,6072
6523,5218
211,629
8199,2500
3556,6097
6069,9743
6069,1078
6668,4411
5058,10185
5903,1322
3310,5422
6488,2661
2182,7746
2461,8591
7738,5804
761,8591
6034,5928
8731,4663
8731,6570
7029,7766
454,5962
5769,8637
2282,5804
1879,3201
5655,5408
2067,6135
7593,8156
5928,5591
2212,6226
7593,8712
2182,3310
8568,4786
5120,2065
8804,5083
2067,5947
1938,5756
5769,5422
2500,5867
663,5867
8922,5867
5792,2500
6644,7125
3362,5804
454,745
6403,4947
3999,4973
4825,454
1839,1721
6994,5422
7355,6229
7355,6463
7355,2947
7355,1411
7355,1414
6890,6686
2303,6686
7490,5708
7029,6789
2338,5062
7029,5160
7947,6730
1483,6213
6644,7593
5393,2701
7490,5955
2500,6480
8922,6480
332,6480
5947,5729
1352,6480
4762,6480
663,6480
5013,5181
5393,6403
5928,2455
6403,9974
8922,1246
6034,7071
315,8591
5758,6789
6303,2314
5704,6084
4416,6012
6695,5633
6890,5633
2303,5633
6994,8637
7593,6191
330,836
5480,6097
2255,7849
6307,6103
4944,8591
4416,5751
4986,4786
6488,11812
5475,4416
5475,1352
5058,5515
2182,8147
449,6437
5674,6437
7593,1391
6718,4869
5393,6416
5655,8697
11416,7101
4416,4756
1634,5498
355,8591
6851,5498
5660,8681
2440,7461
7490,2775
6403,4951
1313,8156
5218,6437
449,1872
6644,5773
5655,5791
6034,6638
5013,2093
6029,5542
2500,5932
663,5932
8922,5932
6190,5963
1463,5963
12613,8591
162,5963
6069,2439
6307,9974
6307,4947
2395,743
5013,6068
5694,5083
454,5726
811,5874
5822,5679
3310,8637
5411,6961
1483,3561
4315,8591
6644,1234
2212,5193
6718,1904
6488,642
2440,6998
1483,5219
8028,6362
6727,5083
4825,4466
4985,4505
6488,6313
6334,5807
8148,5807
5218,1872
3595,5807
2440,461
2182,1402
3601,5807
5978,5807
5560,5807
2252,5807
5880,5807
6468,5807
365,5807
1680,5807
332,8685
1440,5807
1692,5807
5090,5807
6433,5807
6291,5807
8000,5807
4390,5807
1352,8685
2500,8685
5954,5807
4837,5807
476,5807
3798,5807
663,8685
5523,5807
5588,5807
8350,5807
4539,5807
4518,5807
5121,5807
3400,5807
304,5807
4339,5807
3502,5807
6442,5807
5501,5807
2460,5807
9342,5807
2440,4481
5552,5807
7026,5807
3685,5807
6948,5807
7873,5807
6154,5807
3063,5807
6746,5807
5150,5807
7006,5807
8911,5807
8437,5807
2472,5807
8680,5807
4802,5807
8709,5807
8219,5807
4477,5807
2751,5807
9066,5807
5625,5807
3985,5807
5518,5807
8015,5807
7143,5807
7713,5807
8922,8685
2213,5807
6065,5807
3369,5807
4605,5807
1797,5807
6029,2580
4344,5807
7947,6444
2440,5763
2065,3849
6378,5807
5947,4393
162,377
6602,8591
6034,5822
4375,4486
5013,6437
5393,7268
6410,5918
7482,6084
5655,7347
6029,6421
4481,4001
4481,6233
4481,3606
4481,4796
9408,6444
629,6311
5794,4786
11416,2226
7852,679
6406,6084
2212,5877
6403,7496
5013,2899
5603,2440
5081,6066
6890,6595
2303,6595
8479,5081
2338,6319
6403,4797
737,5083
6403,2091
6415,5083
4364,10203
4364,4909
2338,6013
4941,10965
6644,1904
5822,6131
7490,4796
7490,6233
7490,3606
7490,5019
7490,6422
7490,467
7490,4001
7490,6176
1313,35
3278,5083
6307,4951
1352,5503
332,5503
8922,5503
2500,5503
663,5503
6069,6632
8922,2124
663,2124
2500,2124
332,2124
6034,4474
2338,6011
1334,3191
1879,1981
5350,6432
1701,6432
2151,6432
4422,6432
6969,6432
5655,8265
2067,128
2338,5647
6523,1411
6523,6229
454,4918
6644,4869
7947,5574
6403,102
4939,5807
454,5979
454,6214
440,2185
5237,5083
6029,5454
6309,6632
9408,5574
6668,3560
7029,8804
7947,1017
7947,4171
7947,1374
7947,1721
6034,1380
1634,5874
2440,5487
6029,5545
6592,6632
2338,4986
5013,1872
8731,5083
7555,6097
6403,6979
440,1725
7316,6275
11416,7918
6890,5692
2303,5692
1334,7780
454,5581
3785,4416
3785,1352
11812,6789
8922,2119
1646,5807
6893,5807
6403,6628
1583,6097
6718,2251
2101,8591
2440,5643
2440,1463
2440,6190
6668,2314
5013,6103
4550,6084
9408,6730
6595,6097
6720,4982
6720,4529
6720,3089
7260,8591
2129,2500
1352,4417
8922,4417
663,4417
2500,4417
332,4417
5058,1986
6307,6628
7849,8591
7029,7008
8148,2437
3595,2437
7766,3849
7713,2437
365,2437
8680,2437
7143,2437
8437,2437
3601,2437
2067,330
2213,2437
9342,2437
5150,2437
3985,2437
5501,2437
4802,2437
6065,2437
7026,2437
8709,2437
1797,2437
5552,2437
5560,2437
6948,2437
6442,2437
2460,2437
4339,2437
8219,2437
3502,2437
2751,2437
9066,2437
304,2437
2252,2437
6746,2437
3063,2437
6468,2437
5625,2437
3685,2437
5518,2437
4477,2437
4605,2437
6154,2437
8911,2437
8015,2437
7006,2437
2472,2437
1440,2437
7873,2437
3369,2437
146,5909
2255,4973
5393,4505
10218,2389
10218,5373
6307,4797
6403,5587
4344,2437
6307,2091
6307,7496
2437,8004
6378,2437
2395,6277
4416,4486
6307,5587
1483,5781
2316,6275
7355,2078
6718,5670
5822,5773
6307,102
7558,679
2500,211
8922,211
663,211
6718,8457
4941,3254
4825,4346
2182,8130
5874,6868
6718,2257
2182,334
6403,454
8028,5522
629,7823
629,6131
6374,6419
7918,8591
8467,4776
1334,6410
7355,429
6034,2431
5058,6789
9783,6263
5928,6213
2065,6240
6307,6979
6890,5838
2303,5838
5725,8591
2182,6829
5812,6097
6720,6261
6720,1661
4825,5758
11416,6082
6488,2223
1599,5630
6919,679
5926,6240
9787,5058
8004,6183
6720,2480
6644,2251
5411,6430
5475,2701
6488,6182
5475,6416
4526,6432
2440,2265
629,5679
5660,8883
5660,4420
11416,5928
6135,4420
146,7558
4941,7116
440,7215
6034,4868
6069,1203
5218,6103
6720,6953
4481,3362
5847,2701
6410,6437
6034,1334
1938,5909
5218,5900
1334,6081
5655,3327
2212,6421
1483,5969
1483,4762
1483,332
1483,663
146,5591
8922,6594
2500,6594
449,5866
5655,5464
5655,4452
7347,2500
5655,8066
5655,1362
5218,5866
449,5900
1839,7069
2500,1669
8922,1669
663,1669
8467,6665
5822,4869
8467,6281
6644,8457
9408,4171
9408,1017
6893,2437
9408,1721
1646,2437
9408,1374
5013,5900
6034,4588
6890,6737
2303,6737
6695,6737
6718,5794
6644,5670
5120,4152
6695,5756
2303,5756
6890,5756
7490,3362
6034,6523
4364,10218
6644,2257
454,9816
2435,6097
2899,1144
2182,6185
5847,6416
4825,6311
5013,5866
2212,5454
4375,6397
6403,4466
629,7125
2182,7252
8028,6073
8467,5826
2212,5545
11416,10172
1483,2316
2395,4916
9299,4239
5928,5219
7029,6676
6720,5688
3447,7019
146,2455
8028,2784
5655,2288
2300,8591
8527,2150
5181,8591
2251,8591
1938,5591
5674,6103
449,6103
5603,5755
5603,331
6637,6066
6034,6267
2182,2086
6718,2010
454,6362
146,5766
5475,4505
8467,7020
6073,8591
2338,11416
6029,2179
7766,6240
5013,6250
6720,8175
6720,9042
1483,2229
5704,5804
5822,1904
6488,5812
5258,4416
9778,3849
6034,6313
6660,6426
7029,228
4375,9343
11416,6638
629,5773
8467,2087
8467,5147
8467,6476
8467,5966
2182,6465
5058,8804
9299,6928
7593,453
7593,6419
4825,5743
4364,4479
1313,6419
1313,453
211,5759
5655,4671
454,12916
1334,7834
6927,8591
6644,5794
5512,6097
7817,2500
1334,7977
629,1904
6034,11812
5393,2440
3697,8591
4364,8712
8028,6455
6069,6686
7029,6631
2067,5695
2086,8591
5655,8507
449,4947
7112,7250
7112,7638
7482,5804
449,9974
4416,6397
5660,1392
1938,2455
8467,4315
8922,2438
6406,5804
2440,7355
2500,2438
663,2438
8748,5547
6034,2661
6718,6303
4585,2500
6644,2010
4941,4419
1334,6488
11416,7071
144,5210
2440,4891
6069,5633
440,4343
5807,5456
5058,7008
330,3254
5655,3385
1334,1399
6309,5633
4825,5679
2440,5148
4416,9343
6410,6103
1599,2435
4941,6731
6592,5633
7316,5023
11416,4474
7022,6696
2255,5775
2182,5724
6374,3191
4364,1391
2182,8527
6736,5807
5013,4947
5540,4663
5540,6570
5120,3785
7947,7069
5947,836
11416,5822
4375,8147
6403,4346
1879,4447
4550,5804
6718,5653
5890,5807
146,6583
5603,5547
8748,4366
6644,6303
8467,5918
449,4951
5655,8731
4825,7823
4825,3444
4825,6131
6029,6521
4825,2272
6307,5758
5218,4951
5660,6137
629,4869
5013,9974
5603,1900
6410,5900
144,6943
6029,2441
5250,5058
4364,6191
7536,4786
3785,2701
7577,6097
5081,2480
811,6097
1979,6097
5111,6097
6191,5547
7766,8762
6069,6595
9299,2286
8467,6068
2182,9772
5822,2257
6660,3083
6660,6321
5822,8457
6696,2065
4985,5755
146,5115
6660,3753
6403,5758
5013,4951
5928,4762
5928,5969
2276,2065
5655,6750
4954,4786
6644,5653
5847,4505
5603,4366
146,2161
2182,6265
1313,6410
4825,7125
5081,6261
5081,1661
6307,4346
11416,1380
1879,8542
2182,761
2338,8467
1483,4411
6029,5245
3785,6416
2184,6097
1868,6263
6488,5850
5655,6883
4416,8147
5655,5629
7766,6069
5081,6953
6504,4786
5067,6097
6403,6311
6034,642
7490,5135
449,7496
9299,7461
5655,5742
8028,9887
5473,6868
9778,6240
2338,5237
1313,3191
4468,6789
5822,5794
4369,6275
5655,4954
449,5587
9593,6216
6069,5692
5655,2130
449,102
8028,7559
2338,4776
1313,7780
5013,7496
3753,4663
6736,2437
6034,6182
2316,5023
2182,8509
9299,4481
2182,6812
4825,7593
1634,6097
9299,5763
9408,7069
4364,8156
7029,5218
6851,6097
4825,5773
5013,4797
146,6213
5013,2091
11416,6267
7947,6961
6718,7804
4941,540
5890,2437
11416,4868
5655,10339
449,6979
8028,9743
1208,8591
629,8457
8028,1078
5218,6979
6034,7418
5655,6615
5218,5587
11416,6523
9299,461
7593,3191
6269,4796
6269,4001
4825,1234
5013,102
6034,2223
9299,2072
9299,6998
6592,5692
629,5670
6890,5909
6695,5909
2303,5909
8752,4663
8752,6570
6720,6438
6374,6410
5081,8175
5081,9042
5081,5688
2440,8337
144,709
4481,6275
629,2257
6403,5743
332,5456
1352,5456
663,5456
4762,5456
2500,5456
8922,5456
2338,6281
1334,7248
5947,10965
2338,6665
11416,2431
8467,6437
5013,4655
5013,6979
330,4419
2265,8591
1726,6380
4985,5547
5393,331
5393,5755
5120,1924
7593,7780
5903,5350
5903,7865
5903,4526
10283,6097
5822,2010
5408,8591
5928,2316
5058,6631
2303,5591
6890,5591
5013,6628
10155,8591
6488,5593
2440,2303
146,3561
3888,6097
6644,7804
6307,6311
11416,2661
2338,5826
1879,7784
146,5219
6069,5838
12549,836
6403,5679
1938,6213
7490,207
8467,1872
5119,6637
4825,4869
9778,8762
5655,5638
2182,5510
330,6731
5013,5587
6209,8591
5847,2440
9299,1463
9299,5643
9299,6190
2161,2136
5807,8730
5655,5500
1313,7834
6069,5756
6029,5577
7997,6084
8028,2439
7759,5058
2230,6637
6185,6444
4985,4366
5136,8591
6720,6019
5540,5083
4825,6034
9299,5487
1483,3560
1483,5676
2182,100
2338,7020
7490,6275
4825,1904
5120,9778
5013,454
454,5522
2182,4357
1313,7977
6309,6737
7316,5888
5591,6789
9408,6961
9787,6696
2338,5966
2338,6476
2338,2087
2338,5147
629,2010
4427,8591
5119,1371
6718,4383
6718,6496
6592,6737
6034,5812
11416,11812
6069,6737
5655,7567
6403,2272
6403,6131
6403,7823
1924,629
1839,6430
629,5794
5947,3254
7947,6430
6720,7739
1313,6081
1334,315
1938,5219
9778,6069
6034,9607
8004,9032
6029,8748
7593,6410
6720,6006
7947,5411
6890,2455
2303,2455
7593,6081
9299,2265
2230,1371
6374,6488
629,6303
6185,1721
10218,4968
3785,4505
2338,4315
4375,7252
6185,5574
6029,6178
7536,8078
6309,5756
2440,6695
2440,6890
2440,6585
6590,5058
8028,6632
1334,7963
6403,7125
162,10283
6592,5756
11416,642
7029,2947
1483,2314
7029,1411
7029,6463
7029,6229
7029,1414
11416,4588
6644,4383
3753,5083
1313,5136
5393,5547
8922,6257
2500,6257
663,6257
11416,6313
8922,11379
2500,11379
663,11379
144,4335
6307,7823
6307,6131
6718,6469
4468,7008
1879,6602
7316,4508
5393,1900
5872,4786
9408,5411
6034,6532
2338,900
6029,6005
5013,4466
6029,5590
6644,6496
146,5781
5769,2065
6504,8078
4369,4916
629,5653
6307,7593
8752,5083
4375,6465
6303,1352
6303,4416
6029,5644
454,6073
6718,6728
7316,5067
4825,2251
2338,5918
2316,4508
6410,6979
6307,5679
6034,6668
6029,5028
6403,5773
6029,12549
5655,4775
6994,2065
7069,6240
454,2784
5058,5218
5393,4366
8922,8730
1352,8730
4762,8730
2500,8730
663,8730
332,8730
2395,6183
5655,5095
6637,6261
5655,5777
7355,6444
6718,1498
2338,6068
5655,6269
8467,6103
6403,1234
4416,7252
449,5758
1879,6582
4825,5670
6403,7593
2440,5259
6034,5850
5468,5498
4825,8457
8467,5900
27,8591
7622,2500
2212,5577
6321,4786
3083,4786
4825,2257
146,332
146,5969
146,4762
6644,6469
8467,5866
4239,8591
6718,2006
5475,5755
5475,331
1313,6488
6307,7125
1389,5872
2182,5867
1938,5781
4375,5724
5655,4942
3447,2230
6034,4711
7355,1721
6644,1498
5908,8591
5081,6438
7355,5574
6644,6728
5974,2500
1879,10203
6403,4869
1879,4909
5218,5758
7593,1399
7593,7977
7593,6488
454,6455
8028,1203
2182,6480
4466,8591
2161,1938
4416,6465
663,745
8922,745
2500,745
2316,743
2212,8748
8922,5962
663,5962
2500,5962
1352,5962
332,5962
11983,8591
1170,8591
2410,8591
4982,8591
4529,8591
3089,8591
6718,5170
6718,545
2440,5815
9299,7355
5847,331
5847,5755
4481,5023
2239,6240
146,2316
6307,1904
6307,5773
2461,2500
5655,355
6644,2006
6718,8589
5947,4419
4825,5794
9299,4891
9299,5148
5013,4346
6660,6242
6029,9688
2212,6178
1938,5969
1938,4762
11416,2223
5258,4505
6251,6084
11416,7418
2182,2124
10046,8591
2440,8185
629,7804
5655,6542
4364,453
4364,6419
5655,6494
11416,6182
4375,6265
