sample,Gene_count,UMI_count,EdU,Type,time,Main_cluster_name,UMAP_1,UMAP_2,Mouse_id,assay,Trajectory,Pseudotime,Trajectory_UMAP1,Trajectory_UMAP2
2449,1194,2586,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.79620362,-1.438123315,EdU_33,RNA,Oligodendrogenesis trajectory,1.635826964,1.257349299,-0.576562064
457,1325,2852,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.261963855,-0.167555213,EdU_30,RNA,Oligodendrogenesis trajectory,1.640206759,3.039842175,-0.306767898
2632,760,1416,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.92970372,-1.712634652,EdU_33,RNA,Oligodendrogenesis trajectory,1.646369907,1.188905762,-0.430436837
2411,1116,2361,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.060710918,0.261237247,EdU_33,RNA,Oligodendrogenesis trajectory,1.733940805,3.157417344,-0.263423699
951,1168,2528,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.945757876,0.37933907,EdU_31,RNA,Oligodendrogenesis trajectory,1.770554764,3.224115895,-0.252720373
2358,1065,2223,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.05544187,0.575870157,EdU_33,RNA,Oligodendrogenesis trajectory,1.810847062,3.158325241,-0.199211183
2235,1209,2592,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.46773912,-1.298305243,EdU_33,RNA,Oligodendrogenesis trajectory,1.829669689,2.991721199,-0.078855815
2519,1140,2456,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.07699681,0.420180351,EdU_33,RNA,Oligodendrogenesis trajectory,1.831207347,2.993559407,-0.088804516
2493,880,1628,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.76867963,-1.253138274,EdU_33,RNA,Oligodendrogenesis trajectory,1.834055433,1.30423169,-0.351448911
2373,1118,2369,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.51425744,-1.33538565,EdU_33,RNA,Oligodendrogenesis trajectory,1.841190405,1.342002676,-0.411585914
2598,778,1495,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.14246369,0.388681353,EdU_33,RNA,Oligodendrogenesis trajectory,1.862760819,3.029504345,-0.242574083
2399,728,1490,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.32090188,0.051890597,EdU_33,RNA,Oligodendrogenesis trajectory,1.93010939,1.31847863,-0.226348417
796,904,3327,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.10350133,0.538950682,EdU_31,RNA,Oligodendrogenesis trajectory,1.941036884,3.102522419,-0.166645812
867,667,1214,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.19654275,0.55106622,EdU_31,RNA,Oligodendrogenesis trajectory,2.015381078,3.172944592,-0.124905484
1171,1308,3013,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.55342103,-1.397527545,EdU_31,RNA,Oligodendrogenesis trajectory,2.028284171,2.833203839,0.321750475
2288,1231,2791,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.402670871,1.0675973,EdU_33,RNA,Oligodendrogenesis trajectory,2.028285442,3.05818467,0.367547972
2304,1391,3072,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.496372233,0.880129785,EdU_33,RNA,Oligodendrogenesis trajectory,2.028285654,3.046176003,0.220203889
2313,948,2308,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.995874416,0.388198868,EdU_33,RNA,Oligodendrogenesis trajectory,2.028285866,2.861287163,0.148708334
2174,913,1707,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.05315209,0.628759742,EdU_33,RNA,Oligodendrogenesis trajectory,2.039294678,3.209520386,0.093755794
2383,1036,2330,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.13534547,0.430223525,EdU_33,RNA,Oligodendrogenesis trajectory,2.167205545,2.889015721,-0.105267572
2356,965,1963,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.664223682,0.498301238,EdU_33,RNA,Oligodendrogenesis trajectory,2.188461876,2.71654229,0.051085804
895,1387,5026,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.580929767,0.486136809,EdU_31,RNA,Oligodendrogenesis trajectory,2.196149601,2.739176319,-0.251085746
2190,945,1662,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.824743281,0.08064431,EdU_33,RNA,Oligodendrogenesis trajectory,2.196150237,2.883143471,-0.182236361
2538,1157,2455,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.854682933,0.45053655,EdU_33,RNA,Oligodendrogenesis trajectory,2.196150449,2.752373742,-0.295462834
2655,960,1991,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.56551362,-1.611145824,EdU_33,RNA,Oligodendrogenesis trajectory,2.196150873,2.852125214,-0.281341838
2447,1156,2501,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.90986634,-1.435151547,EdU_33,RNA,Oligodendrogenesis trajectory,2.212308715,1.699111985,-0.665788608
2388,1141,2482,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.05186845,-1.342246264,EdU_33,RNA,Oligodendrogenesis trajectory,2.214719081,1.60913925,-0.824543195
2384,902,1799,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.11042977,0.512875587,EdU_33,RNA,Oligodendrogenesis trajectory,2.219799269,2.740792797,-0.015160302
2432,960,2050,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.874155055,0.249730439,EdU_33,RNA,Oligodendrogenesis trajectory,2.221335649,1.822568224,-0.760281103
288,1798,4852,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.370776187,-2.139984101,EdU_31,RNA,Oligodendrogenesis trajectory,2.226528608,1.878642128,-0.830889183
224,1192,2671,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.53538896,-1.4004682,EdU_31,RNA,Oligodendrogenesis trajectory,2.266145085,1.734539793,-0.23596673
2196,932,1762,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.28728772,-0.903519004,EdU_33,RNA,Oligodendrogenesis trajectory,2.272608871,1.621541069,-0.557661133
1101,1055,2219,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.813285838,0.504212588,EdU_29,RNA,Oligodendrogenesis trajectory,2.279130267,1.579988764,-0.654931682
2213,658,1162,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.3066311,0.303137683,EdU_33,RNA,Oligodendrogenesis trajectory,2.280817543,1.515881108,-0.847482818
2678,978,1965,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.18583776,0.291201756,EdU_33,RNA,Oligodendrogenesis trajectory,2.306613678,1.513060377,-0.725477296
2205,1178,2306,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.764914523,-0.021600037,EdU_33,RNA,Oligodendrogenesis trajectory,2.335302848,1.515555189,-0.572115081
2428,1433,3553,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.67733575,0.218403355,EdU_33,RNA,Oligodendrogenesis trajectory,2.339875143,1.613444136,-0.241837876
2549,509,865,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.10808278,0.555629492,EdU_33,RNA,Oligodendrogenesis trajectory,2.346366594,1.513107108,-0.523672538
2502,1045,2207,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.84750939,-1.749837368,EdU_33,RNA,Oligodendrogenesis trajectory,2.349051952,1.459940956,-0.676836329
1150,744,1437,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.09479619,0.510577947,EdU_29,RNA,Oligodendrogenesis trajectory,2.365594691,2.617795037,-0.027259792
2397,1104,2527,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.922359477,0.335222491,EdU_33,RNA,Oligodendrogenesis trajectory,2.374533524,1.514263676,-0.377163129
2548,415,649,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.94087888,-1.452974408,EdU_33,RNA,Oligodendrogenesis trajectory,2.379677277,1.598269509,-0.087539109
607,901,1748,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.99155427,-1.614713639,EdU_31,RNA,Oligodendrogenesis trajectory,2.43421443,1.471612976,-0.208210605
2483,747,1432,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.2257166,0.437359244,EdU_33,RNA,Oligodendrogenesis trajectory,2.434889021,1.523638056,-0.041583801
182,754,1361,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.82075692,-1.292203873,EdU_31,RNA,Oligodendrogenesis trajectory,2.437909563,1.45432,-0.243716704
2537,586,1050,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.2763424,0.423795671,EdU_33,RNA,Oligodendrogenesis trajectory,2.441135435,1.466891573,-0.164162951
2237,1284,2787,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.62184812,-1.543127268,EdU_33,RNA,Oligodendrogenesis trajectory,2.62122753,2.113883541,-0.939648526
2220,761,1211,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.964574824,0.513681591,EdU_33,RNA,Oligodendrogenesis trajectory,2.664790662,2.316891716,0.291183231
2314,652,1314,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.33563138,0.411490456,EdU_33,RNA,Oligodendrogenesis trajectory,2.675457078,2.362928913,0.128982258
940,786,1549,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.02013589,0.544244677,EdU_31,RNA,Oligodendrogenesis trajectory,2.67893734,2.266575859,0.037809174
2438,937,1916,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.209404,-0.264912098,EdU_33,RNA,Oligodendrogenesis trajectory,2.679662012,2.664869831,-0.444528657
2542,690,1184,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.19429399,0.45582974,EdU_33,RNA,Oligodendrogenesis trajectory,2.679662224,2.715920971,-0.409861582
2646,1658,4633,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.811037074,0.091660679,EdU_33,RNA,Oligodendrogenesis trajectory,2.679662436,2.617019699,-0.593617397
2662,566,999,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.13700963,0.481452778,EdU_33,RNA,Oligodendrogenesis trajectory,2.679662648,2.633707569,-0.42042585
2674,862,1736,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.09258653,0.474774421,EdU_33,RNA,Oligodendrogenesis trajectory,2.67966286,2.719589756,-0.476014572
2627,472,783,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.27457334,0.461843759,EdU_33,RNA,Oligodendrogenesis trajectory,2.682751486,2.348288582,0.063786571
2677,895,1796,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.09468461,0.460973517,EdU_33,RNA,Oligodendrogenesis trajectory,2.684184786,2.284547375,-0.064917261
2641,995,2036,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.98957158,-1.552422493,EdU_33,RNA,Oligodendrogenesis trajectory,2.693969978,2.28251438,-0.755489367
2331,980,2287,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.14973165,0.379726381,EdU_33,RNA,Oligodendrogenesis trajectory,2.694712848,2.793260144,-0.390023428
252,1109,2354,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.75887109,-1.480642885,EdU_31,RNA,Oligodendrogenesis trajectory,2.702782322,2.273101853,-0.181847754
2504,762,1462,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.23263742,0.459790186,EdU_33,RNA,Oligodendrogenesis trajectory,2.705048929,2.300111817,-0.142012449
208,799,1528,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.06994535,0.438522727,EdU_29,RNA,Oligodendrogenesis trajectory,2.707401736,2.499192761,-0.417049634
2429,963,1935,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.852204333,0.178449341,EdU_33,RNA,Oligodendrogenesis trajectory,2.720783784,2.214609908,0.013024235
928,1024,2019,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.27402211,0.449699805,EdU_31,RNA,Oligodendrogenesis trajectory,2.729801397,2.413156079,-0.053385215
577,987,2182,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.00758935,0.432301268,EdU_31,RNA,Oligodendrogenesis trajectory,2.751459498,2.452187107,-0.551356154
818,791,1670,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.00888349,0.545570583,EdU_29,RNA,Oligodendrogenesis trajectory,2.770515165,2.151788996,-0.024728755
2322,904,2079,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.93874646,-1.52459976,EdU_33,RNA,Oligodendrogenesis trajectory,2.770904817,2.532946633,-0.310655373
2306,854,1584,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.56442548,-1.491734594,EdU_33,RNA,Oligodendrogenesis trajectory,2.772007415,2.61002116,-0.310883092
2659,894,1766,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.09502221,-0.147857606,EdU_33,RNA,Oligodendrogenesis trajectory,2.775005328,2.132629679,-0.133335056
2666,903,1629,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.937967311,0.553943485,EdU_33,RNA,Oligodendrogenesis trajectory,2.78150197,2.501227902,-0.299693274
2559,548,928,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.1957121,0.422701538,EdU_33,RNA,Oligodendrogenesis trajectory,2.783671759,2.220905827,-0.651546794
793,1028,2216,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.15488626,0.452519298,EdU_31,RNA,Oligodendrogenesis trajectory,2.785512694,2.134929465,-0.019852082
11906,546,996,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.26554586,0.431142331,EdU_33,RNA,Oligodendrogenesis trajectory,2.796144034,2.408873127,-0.421668457
2539,926,1895,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.11995031,0.344377086,EdU_33,RNA,Oligodendrogenesis trajectory,2.859359052,2.344449566,-0.430084127
731,1571,3970,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.869594585,0.650725127,EdU_29,RNA,Oligodendrogenesis trajectory,2.86857445,2.334907578,-0.440503853
2391,814,1570,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.25707818,0.434927166,EdU_33,RNA,Oligodendrogenesis trajectory,2.891471123,2.017926739,0.031114311
14031,950,2229,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.08474446,0.429895387,EdU_33,RNA,Oligodendrogenesis trajectory,2.898004389,2.440556095,-0.184078368
945,809,2484,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.20588971,0.410746977,EdU_31,RNA,Oligodendrogenesis trajectory,2.899188758,2.60996394,-0.185797366
152,441,686,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.41698648,-0.273296922,EdU_29,RNA,Oligodendrogenesis trajectory,2.926211578,2.615063237,-0.159306976
135,1171,2429,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.08726979,0.389715791,EdU_31,RNA,Oligodendrogenesis trajectory,2.93433363,2.266211794,-0.547946232
11963,834,1781,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.72994043,-1.383645266,EdU_33,RNA,Oligodendrogenesis trajectory,2.972083556,2.233511494,-0.204832094
2310,864,1740,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.15609075,0.423056066,EdU_33,RNA,Oligodendrogenesis trajectory,2.975911326,2.154872225,-0.32947697
567,948,1984,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.790159236,-0.178875207,EdU_31,RNA,Oligodendrogenesis trajectory,3.008694806,2.106978224,-0.410178798
516,1025,2071,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.835062038,0.325978786,EdU_31,RNA,Oligodendrogenesis trajectory,3.015448629,2.283212946,-0.488643246
280,979,2240,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.14126969,0.500229866,EdU_29,RNA,Oligodendrogenesis trajectory,3.076805803,2.007552193,-0.306138771
2592,865,1618,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.80989171,-1.377749532,EdU_33,RNA,Oligodendrogenesis trajectory,3.317284123,1.573942469,0.189158258
2187,736,1283,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.07745839,0.502894611,EdU_33,RNA,Oligodendrogenesis trajectory,3.323766438,1.727893399,0.12623286
54,654,1310,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.13658715,0.502706498,EdU_29,RNA,Oligodendrogenesis trajectory,3.325240716,1.683840559,0.044693659
2591,619,1108,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.13347627,0.458045185,EdU_33,RNA,Oligodendrogenesis trajectory,3.326151162,1.821244763,0.147754384
228,474,784,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.5129881,0.595526129,EdU_29,RNA,Oligodendrogenesis trajectory,3.327028869,1.851800965,0.152152551
2410,580,1090,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.25344945,0.423761607,EdU_33,RNA,Oligodendrogenesis trajectory,3.328935478,2.008327053,0.245672164
140,546,1003,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.28134729,0.52237621,EdU_29,RNA,Oligodendrogenesis trajectory,3.328993293,1.805269526,0.054846056
13943,1046,2287,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.7669468,-1.456000059,EdU_31,RNA,Oligodendrogenesis trajectory,3.331943662,1.930596875,0.090631419
2320,464,749,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.23349477,0.430991427,EdU_33,RNA,Oligodendrogenesis trajectory,3.398256992,1.649120139,0.425357414
11937,1637,4411,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.3632908,-1.635902255,EdU_33,RNA,Oligodendrogenesis trajectory,3.874319269,1.882969664,0.818622095
2654,963,2161,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.905591975,0.236292561,EdU_33,RNA,Oligodendrogenesis trajectory,4.112874168,1.900024937,1.05153249
2239,1585,3523,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.705075275,-1.149437993,EdU_33,RNA,Oligodendrogenesis trajectory,4.148291254,1.991602467,1.08405946
2622,1775,4607,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.4777546,-1.971537321,EdU_33,RNA,Oligodendrogenesis trajectory,4.260481591,1.599221753,1.202821118
610,906,1801,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.314756404,4.168335706,EdU_29,RNA,Oligodendrogenesis trajectory,4.985516869,2.313159512,1.596459133
2618,1088,2784,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.320710193,4.12925914,EdU_33,RNA,Oligodendrogenesis trajectory,5.015132035,2.348697232,1.011408848
423,1895,5759,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.384720813,1.516938597,EdU_31,RNA,Oligodendrogenesis trajectory,5.064501588,2.238439368,1.335243923
146,1208,2740,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.917310725,0.737314612,EdU_31,RNA,Oligodendrogenesis trajectory,5.175074141,2.187637375,1.121441109
2509,1979,5219,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.45027925,-1.666899055,EdU_33,RNA,Oligodendrogenesis trajectory,5.250937147,2.087301539,1.288264615
2668,1127,2539,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.513367663,2.329655678,EdU_33,RNA,Oligodendrogenesis trajectory,5.401104126,1.907735632,1.424169523
2547,1453,3472,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.49885846,-1.211856097,EdU_33,RNA,Oligodendrogenesis trajectory,5.464227923,1.833519982,1.508814914
2336,1376,3647,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.304698955,4.1052306,EdU_33,RNA,Oligodendrogenesis trajectory,7.226253848,1.727757977,2.43925534
