sample,Gene_count,UMI_count,EdU,Type,time,Main_cluster_name,UMAP_1,UMAP_2,Mouse_id,assay,Trajectory,Pseudotime,Trajectory_UMAP1,Trajectory_UMAP2
2172,1537,3327,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-8.168874751,-0.427036613,EdU_33,RNA,Oligodendrogenesis trajectory,0.146636578,4.015078591,-0.569924074
310,2054,6201,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.030083667,-0.201511025,EdU_31,RNA,Oligodendrogenesis trajectory,0.149865541,4.004385517,-0.631463843
13959,1971,4758,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.884371768,-0.828495234,EdU_31,RNA,Oligodendrogenesis trajectory,0.150226415,5.253944443,-0.772183793
2175,1811,4526,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.523832332,0.955410213,EdU_33,RNA,Oligodendrogenesis trajectory,0.155799997,3.915865944,-1.022500175
450,1770,4120,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.40406705,-2.728239268,EdU_31,RNA,Oligodendrogenesis trajectory,0.163088111,0.260097907,-2.934844154
2530,1175,2707,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.56140996,-1.58881101,EdU_33,RNA,Oligodendrogenesis trajectory,0.169603948,0.76441531,-2.859342235
710,2168,6098,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.116308223,-2.11621496,EdU_31,RNA,Oligodendrogenesis trajectory,0.171884993,0.135243104,-2.953458207
1122,1163,2516,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.651771556,0.537996918,EdU_29,RNA,Oligodendrogenesis trajectory,0.174731694,5.418209599,-1.629259365
367,2345,6459,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.44974042,0.56073621,EdU_29,RNA,Oligodendrogenesis trajectory,0.186540693,5.254034565,-0.718895691
1151,3236,12683,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.865725528,1.155413896,EdU_31,RNA,Oligodendrogenesis trajectory,0.191823524,5.565442131,-0.813543695
2463,1183,2971,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.999973308,-2.01457116,EdU_33,RNA,Oligodendrogenesis trajectory,0.191961627,0.584193276,-1.643798369
2234,851,1325,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.737095843,0.003668964,EdU_33,RNA,Oligodendrogenesis trajectory,0.192933412,0.401814745,-1.551945346
2293,1422,3652,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.629403125,-0.314401835,EdU_33,RNA,Oligodendrogenesis trajectory,0.196403639,1.030928181,-2.421313422
656,1825,5584,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.055150043,1.071921319,EdU_31,RNA,Oligodendrogenesis trajectory,0.202994079,5.4473639,-1.031566518
2194,1042,1922,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-11.0349722,-1.854472845,EdU_33,RNA,Oligodendrogenesis trajectory,0.216841008,0.088497804,-2.373896735
11940,1232,3210,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.96603681,-1.750667303,EdU_33,RNA,Oligodendrogenesis trajectory,0.222187821,-0.103024198,-1.275554436
2238,1178,2469,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.47085,-1.908174008,EdU_33,RNA,Oligodendrogenesis trajectory,0.225357314,-0.086556746,-1.280247348
2342,898,1909,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.906411182,0.625950426,EdU_33,RNA,Oligodendrogenesis trajectory,0.225981043,4.17975478,-1.696000474
833,2416,7533,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.59763719,-1.848156899,EdU_31,RNA,Oligodendrogenesis trajectory,0.235975225,0.150579856,-2.859071868
566,1711,4469,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.79780675,-0.368296712,EdU_31,RNA,Oligodendrogenesis trajectory,0.239417752,0.270141648,-2.824477332
327,2743,9529,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.152483951,-0.328486412,EdU_31,RNA,Oligodendrogenesis trajectory,0.247217991,3.73678975,-3.207366126
70,1324,3551,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.41183282,-0.016397833,EdU_31,RNA,Oligodendrogenesis trajectory,0.249924902,2.863042878,-1.972210782
2262,2336,7860,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.909139644,-0.091486692,EdU_33,RNA,Oligodendrogenesis trajectory,0.252382237,5.276596592,-1.847385185
313,2965,11650,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.046709071,-2.318501204,EdU_31,RNA,Oligodendrogenesis trajectory,0.257498341,0.641638325,-4.024109977
481,1640,4307,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.952717792,1.153094262,EdU_29,RNA,Oligodendrogenesis trajectory,0.258459541,5.247678803,-1.467432039
2597,1479,3658,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.97819234,-0.062657475,EdU_33,RNA,Oligodendrogenesis trajectory,0.270218555,5.243044423,-1.808581489
1017,2759,8347,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.1656561,0.595990122,EdU_31,RNA,Oligodendrogenesis trajectory,0.272587565,5.439819382,-0.915994661
2673,1454,3266,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.554682742,0.660222769,EdU_33,RNA,Oligodendrogenesis trajectory,0.284543341,5.345772789,-2.04620518
590,2218,6259,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.076968204,-1.324572295,EdU_31,RNA,Oligodendrogenesis trajectory,0.33044644,1.529032992,-3.303478377
1201,862,1724,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.927355777,0.65519479,EdU_29,RNA,Oligodendrogenesis trajectory,0.348399082,4.306757019,-2.163986104
2228,2560,7870,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-8.459908496,-0.412417262,EdU_33,RNA,Oligodendrogenesis trajectory,0.352656602,4.036691235,-2.100397962
417,1114,2678,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.799116145,0.776330084,EdU_29,RNA,Oligodendrogenesis trajectory,0.354796626,5.358830975,-1.254547494
1048,1379,3455,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.690632831,0.659017832,EdU_29,RNA,Oligodendrogenesis trajectory,0.370261734,3.951735543,-2.277521508
553,2338,7659,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.446869861,-0.173993766,EdU_31,RNA,Oligodendrogenesis trajectory,0.37191882,4.771290825,-2.729214566
1078,1434,5913,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.086539279,0.337419101,EdU_31,RNA,Oligodendrogenesis trajectory,0.371933616,1.493673371,-2.547753471
714,2154,10682,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.968468677,0.32496699,EdU_31,RNA,Oligodendrogenesis trajectory,0.386394677,2.906120346,-3.963586944
492,1650,4252,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.473365794,0.112860009,EdU_29,RNA,Oligodendrogenesis trajectory,0.421729732,3.440678166,-2.140749114
2489,1481,3720,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.070686351,-2.073317021,EdU_33,RNA,Oligodendrogenesis trajectory,0.511783045,3.979892777,-2.119444507
505,870,1924,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.554670344,-0.133548408,EdU_29,RNA,Oligodendrogenesis trajectory,0.514214462,4.325251625,-2.747810262
63,2377,7324,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.907206546,-2.054469078,EdU_29,RNA,Oligodendrogenesis trajectory,0.547943893,1.332416819,-3.469895022
440,2752,9389,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.989253055,-1.561908811,EdU_31,RNA,Oligodendrogenesis trajectory,0.547944317,1.500088976,-3.603038686
2536,1114,2293,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.825507175,0.186139521,EdU_33,RNA,Oligodendrogenesis trajectory,0.594553709,2.733141468,-1.14241721
2337,1248,2901,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.998362552,-0.133367389,EdU_33,RNA,Oligodendrogenesis trajectory,0.60118304,3.182158039,-0.961423414
2261,1054,2388,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.784720431,0.70481211,EdU_33,RNA,Oligodendrogenesis trajectory,0.604081355,2.876217411,-1.267123001
2485,1313,3159,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.66842271,0.297834132,EdU_33,RNA,Oligodendrogenesis trajectory,0.607215413,2.922679947,-1.26922931
2682,973,1999,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.913435947,0.653525025,EdU_33,RNA,Oligodendrogenesis trajectory,0.617980693,3.237469242,-1.141341823
677,1907,5268,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.547175418,0.690639735,EdU_31,RNA,Oligodendrogenesis trajectory,0.619051614,3.460127877,-0.962030666
2386,1463,3834,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.442218791,-0.355159193,EdU_33,RNA,Oligodendrogenesis trajectory,0.620037332,3.190750645,-1.209929126
2354,1769,4908,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.601428996,-0.153217226,EdU_33,RNA,Oligodendrogenesis trajectory,0.622288556,3.334398793,-1.115439909
2633,2201,6476,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.352322589,0.678781391,EdU_33,RNA,Oligodendrogenesis trajectory,0.703787774,4.661263512,-0.896897691
441,1094,2194,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.96756269,-1.737295121,EdU_29,RNA,Oligodendrogenesis trajectory,0.725228687,0.028474854,-1.931834477
777,1579,4289,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.01494218,0.438320369,EdU_31,RNA,Oligodendrogenesis trajectory,0.730974686,4.997395562,-0.281729864
802,1473,3705,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.123434077,1.011682421,EdU_31,RNA,Oligodendrogenesis trajectory,0.730974898,4.871250199,-0.659449237
2475,1336,3333,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.744771014,-0.755595475,EdU_33,RNA,Oligodendrogenesis trajectory,0.730979137,4.754147576,-0.769638496
11950,1787,4803,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.370313655,0.162150287,EdU_33,RNA,Oligodendrogenesis trajectory,0.73097956,4.916565941,-0.012545335
903,1854,5144,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.74170781,-1.662404507,EdU_29,RNA,Oligodendrogenesis trajectory,0.733565125,1.128276633,-1.245884078
2512,1773,4494,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.651365291,-0.038934081,EdU_33,RNA,Oligodendrogenesis trajectory,0.733566396,1.302271651,-1.364325779
2526,1387,3333,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.840595256,0.245775584,EdU_33,RNA,Oligodendrogenesis trajectory,0.733566608,1.292913721,-1.439401763
2241,1056,1965,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.65376569,-1.703787297,EdU_33,RNA,Oligodendrogenesis trajectory,0.74504453,0.110770629,-2.14264931
1059,1878,4965,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.481992732,0.359740779,EdU_31,RNA,Oligodendrogenesis trajectory,0.74938898,3.721151875,-1.874059814
2312,824,1627,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.23139573,0.513282299,EdU_33,RNA,Oligodendrogenesis trajectory,0.752495488,4.047913597,-0.074097338
2368,1283,3247,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.812618266,0.76635167,EdU_33,RNA,Oligodendrogenesis trajectory,0.752495912,4.345015095,-0.088439035
2472,1308,3157,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.708451282,0.735218972,EdU_33,RNA,Oligodendrogenesis trajectory,0.752496336,4.34714608,0.320394469
2269,2215,6940,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.475893031,0.303422153,EdU_33,RNA,Oligodendrogenesis trajectory,0.768423154,3.798720406,0.223197756
2270,1758,4759,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.76904012,-1.970824211,EdU_33,RNA,Oligodendrogenesis trajectory,0.801656,0.067873524,-1.85316171
253,2934,9235,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.056675922,-0.068489283,EdU_31,RNA,Oligodendrogenesis trajectory,0.806003927,4.236372517,-2.91886081
2253,1271,2624,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.476036082,0.528171957,EdU_33,RNA,Oligodendrogenesis trajectory,0.861891875,3.809859799,-0.309313583
2414,1264,2760,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.63217641,-1.777002781,EdU_33,RNA,Oligodendrogenesis trajectory,0.867851975,0.696795748,-1.064427274
2272,1640,3967,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.868311893,0.639898658,EdU_33,RNA,Oligodendrogenesis trajectory,0.879405992,3.910458134,-0.344041395
2300,833,1727,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.08294583,0.432061166,EdU_33,RNA,Oligodendrogenesis trajectory,0.881579366,2.519424008,-0.757962423
2464,1094,2192,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.942751895,0.667830468,EdU_33,RNA,Oligodendrogenesis trajectory,0.881579578,2.334054516,-1.054998057
2398,1290,3072,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.270102512,1.250458152,EdU_33,RNA,Oligodendrogenesis trajectory,0.921658411,3.681409882,0.052478541
586,1230,2685,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.712029468,1.171139211,EdU_31,RNA,Oligodendrogenesis trajectory,0.945031016,3.64024453,0.214456496
2311,1243,2754,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.766338359,0.368763879,EdU_33,RNA,Oligodendrogenesis trajectory,0.953521736,0.624152945,-1.071265119
965,1413,5821,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.17117501,-1.419858068,EdU_31,RNA,Oligodendrogenesis trajectory,0.953772207,0.30836563,-2.216464656
2189,1731,3982,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.395939838,-2.546793192,EdU_33,RNA,Oligodendrogenesis trajectory,0.968619886,0.297882603,-2.143004554
2257,885,1734,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.81696225,-1.419421047,EdU_33,RNA,Oligodendrogenesis trajectory,1.019639475,0.447255896,-0.925939041
2217,1239,2469,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.97879697,-1.71944341,EdU_33,RNA,Oligodendrogenesis trajectory,1.029931404,0.521028326,-1.029585498
879,1664,4407,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.17333032,-1.804901093,EdU_29,RNA,Oligodendrogenesis trajectory,1.035428848,0.947802113,-1.56775369
456,839,1531,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.70036222,-1.78625676,EdU_31,RNA,Oligodendrogenesis trajectory,1.047248757,0.470246838,-0.985976117
2527,665,1212,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.20096112,0.461243824,EdU_33,RNA,Oligodendrogenesis trajectory,1.070103443,3.598695324,-0.362773197
2524,1078,2407,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.61594392,-1.542509883,EdU_33,RNA,Oligodendrogenesis trajectory,1.070907714,1.087349223,-0.8850133
2315,2333,6632,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-11.02755929,-2.224840134,EdU_33,RNA,Oligodendrogenesis trajectory,1.07620294,0.631347464,-1.219679134
2459,612,1060,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.89208318,-1.627044051,EdU_33,RNA,Oligodendrogenesis trajectory,1.085020566,0.910289095,-0.842496949
2329,1084,2472,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.89651681,-1.534186095,EdU_33,RNA,Oligodendrogenesis trajectory,1.112097452,0.261565851,-0.7608303
47,1172,2577,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.933602344,0.130592704,EdU_31,RNA,Oligodendrogenesis trajectory,1.115420486,1.038016365,-0.836636322
789,1217,2941,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.080225,0.568351627,EdU_31,RNA,Oligodendrogenesis trajectory,1.115697115,2.885232495,-0.855488198
2211,763,1385,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.85384465,-1.440567344,EdU_33,RNA,Oligodendrogenesis trajectory,1.117368217,1.258755015,-0.871136087
2183,1525,3534,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.81063558,-1.715029209,EdU_33,RNA,Oligodendrogenesis trajectory,1.12124727,1.014705227,-0.916491764
2297,1516,3829,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.761450778,0.741326243,EdU_33,RNA,Oligodendrogenesis trajectory,1.124234038,3.539281414,-0.277874785
2523,1128,2477,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.606201182,0.400190384,EdU_33,RNA,Oligodendrogenesis trajectory,1.124989932,3.444346951,-0.423978614
2574,1231,2741,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.65763093,-1.68462798,EdU_33,RNA,Oligodendrogenesis trajectory,1.124990144,3.475196885,-0.471780735
883,1064,2242,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.42109681,-1.218311399,EdU_31,RNA,Oligodendrogenesis trajectory,1.126338642,0.301276968,-0.706124383
410,1181,2646,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.99212266,-1.678335279,EdU_29,RNA,Oligodendrogenesis trajectory,1.129274251,0.443036126,-0.811334925
2647,1042,2316,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-11.00239659,-1.702613085,EdU_33,RNA,Oligodendrogenesis trajectory,1.129378976,0.262502478,-0.820403355
2382,1432,3744,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.813432704,0.292775885,EdU_33,RNA,Oligodendrogenesis trajectory,1.139112085,3.469437168,-0.271138477
2617,1113,2545,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.113155376,0.305591993,EdU_33,RNA,Oligodendrogenesis trajectory,1.141644931,3.446771668,-0.311125028
962,989,2043,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.4556389,-0.969935625,EdU_31,RNA,Oligodendrogenesis trajectory,1.174315881,3.393509434,-0.275836723
366,1993,5229,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.524601947,0.630505443,EdU_31,RNA,Oligodendrogenesis trajectory,1.180345365,3.010251091,-3.470506566
2216,1031,1948,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.80801965,-1.518898814,EdU_33,RNA,Oligodendrogenesis trajectory,1.181100014,1.097168492,-0.788403946
2465,1012,2063,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.889172565,0.660843105,EdU_33,RNA,Oligodendrogenesis trajectory,1.196115915,1.47164707,-0.836600798
2394,829,1528,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.94561196,-1.568139284,EdU_33,RNA,Oligodendrogenesis trajectory,1.207589644,0.706804322,-0.700987297
2516,891,1781,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.90115548,-1.354005187,EdU_33,RNA,Oligodendrogenesis trajectory,1.21189876,0.601002024,-0.679826694
427,1477,4026,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.45949651,-1.66008827,EdU_29,RNA,Oligodendrogenesis trajectory,1.213442384,0.289473341,-0.627350884
2427,1194,2517,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.77023698,-1.451278299,EdU_33,RNA,Oligodendrogenesis trajectory,1.214998538,1.171963261,-0.770773309
11920,1142,2770,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.72900106,-1.508072823,EdU_33,RNA,Oligodendrogenesis trajectory,1.221852262,0.83389406,-0.968367236
11911,957,2139,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.04696752,0.636101038,EdU_33,RNA,Oligodendrogenesis trajectory,1.22471794,3.404958771,-0.00563675
2252,686,1195,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.13794042,0.427700922,EdU_33,RNA,Oligodendrogenesis trajectory,1.227063958,0.98082094,-0.728768247
502,828,1884,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.15836907,0.440809548,EdU_29,RNA,Oligodendrogenesis trajectory,1.22801643,3.165208863,-0.868490654
2625,1351,3072,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.79989911,-1.496846765,EdU_33,RNA,Oligodendrogenesis trajectory,1.22910172,0.369829939,-1.067523974
952,961,1945,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.07324315,0.436812133,EdU_29,RNA,Oligodendrogenesis trajectory,1.23265129,2.964994477,-0.816788095
2229,1118,2163,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.728671085,-2.580316513,EdU_33,RNA,Oligodendrogenesis trajectory,1.235681482,3.299623059,-0.195369797
2470,934,1910,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.98466207,-1.577664345,EdU_33,RNA,Oligodendrogenesis trajectory,1.236126258,0.2121778,-0.87901433
658,1445,3572,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.64261819,0.673522473,EdU_31,RNA,Oligodendrogenesis trajectory,1.243171575,3.287553833,-0.186957824
376,1119,2876,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.711184512,0.358622708,EdU_31,RNA,Oligodendrogenesis trajectory,1.243526966,3.225329445,-0.875488835
2445,1149,2737,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.28277398,-1.394864529,EdU_33,RNA,Oligodendrogenesis trajectory,1.246593381,1.026275919,-0.718998449
929,1001,2057,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.97746564,0.566551954,EdU_31,RNA,Oligodendrogenesis trajectory,1.248288242,2.950208233,-0.64838137
2280,1196,2772,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.95780278,-1.804852932,EdU_33,RNA,Oligodendrogenesis trajectory,1.250834467,0.086902307,-0.739592391
2359,1525,3734,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.591823588,0.550892413,EdU_33,RNA,Oligodendrogenesis trajectory,1.252945424,3.353266762,0.011770578
2557,1320,2926,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.89599038,-1.954950541,EdU_33,RNA,Oligodendrogenesis trajectory,1.263873855,1.113378333,-0.718046325
2198,780,1482,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.06523515,0.538989574,EdU_33,RNA,Oligodendrogenesis trajectory,1.274884488,3.399986313,0.225574357
2292,1383,3623,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.04499341,0.429957003,EdU_33,RNA,Oligodendrogenesis trajectory,1.313507953,3.02490382,-0.649194079
2330,1265,2871,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.859395038,-0.993042439,EdU_33,RNA,Oligodendrogenesis trajectory,1.345418138,1.26755266,-1.160697954
2188,1005,1876,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.247341167,0.053261787,EdU_33,RNA,Oligodendrogenesis trajectory,1.345492834,1.397397803,-1.186230081
2371,760,1403,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.956069,-1.482505887,EdU_33,RNA,Oligodendrogenesis trajectory,1.3565801,0.444721268,-0.526555138
2420,1391,3560,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.89715386,-1.781054705,EdU_33,RNA,Oligodendrogenesis trajectory,1.362969704,0.892574595,-0.594400542
2266,1286,3129,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.61232377,-1.545039504,EdU_33,RNA,Oligodendrogenesis trajectory,1.372200181,0.923565672,-1.11648001
2491,1131,2421,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.04084874,0.522170544,EdU_33,RNA,Oligodendrogenesis trajectory,1.380812104,3.125432061,-0.669017213
2457,1149,2740,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.79219247,0.190187972,EdU_33,RNA,Oligodendrogenesis trajectory,1.386819885,1.126878785,-1.169049161
2434,891,1837,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.83191968,-1.539355486,EdU_33,RNA,Oligodendrogenesis trajectory,1.39515108,2.874321507,-0.452588337
2327,1000,2130,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.86365319,-1.645817011,EdU_33,RNA,Oligodendrogenesis trajectory,1.403340613,0.707067774,-0.528350609
216,994,2255,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.92445184,-1.464879721,EdU_31,RNA,Oligodendrogenesis trajectory,1.421162581,0.975922154,-0.451891589
2240,1014,1883,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.644984256,-0.959480136,EdU_33,RNA,Oligodendrogenesis trajectory,1.421163216,0.928358124,-0.422590362
2602,1016,2287,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-11.02804566,-1.459426015,EdU_33,RNA,Oligodendrogenesis trajectory,1.440773641,0.749742554,-0.502330499
2520,1312,3039,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.52006723,-1.4987019,EdU_33,RNA,Oligodendrogenesis trajectory,1.444822846,0.938893603,-0.529793637
2203,1406,3313,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.884285937,0.349386551,EdU_33,RNA,Oligodendrogenesis trajectory,1.447719605,3.363668488,-0.800698059
2619,834,1538,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.91731073,-1.50754401,EdU_33,RNA,Oligodendrogenesis trajectory,1.46108722,0.948204325,-0.51697399
2658,820,1752,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.10698987,0.520067603,EdU_33,RNA,Oligodendrogenesis trajectory,1.472644163,2.892082737,-0.396077382
2418,1015,2113,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.10971166,0.517183274,EdU_33,RNA,Oligodendrogenesis trajectory,1.484273942,2.92980008,-0.415976661
2212,956,1833,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-10.6295786,-1.340715974,EdU_33,RNA,Oligodendrogenesis trajectory,1.491979426,1.093454169,-0.49430682
2652,792,1551,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.12186242,0.447537169,EdU_33,RNA,Oligodendrogenesis trajectory,1.52611859,3.256170796,-0.64194228
2522,1074,2125,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.73877145,-2.122579783,EdU_33,RNA,Oligodendrogenesis trajectory,1.527083958,1.010326193,-0.28153305
340,1544,3667,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-8.255210887,-0.159825593,EdU_31,RNA,Oligodendrogenesis trajectory,1.539767508,3.190692471,-0.436211216
156,621,1142,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.18070031,0.424534247,EdU_29,RNA,Oligodendrogenesis trajectory,1.548621466,1.208477543,-0.622176307
2214,1131,2368,DAPI,Aged,5D6,Oligodendrocytes progenitor cells,-9.938014041,-0.062125742,EdU_33,RNA,Oligodendrogenesis trajectory,1.55726944,3.145914601,-0.524176019
696,1096,2627,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-9.951670657,0.467517361,EdU_29,RNA,Oligodendrogenesis trajectory,1.60502805,3.32168536,-0.607045131
2640,1376,3679,EdU,Aged,5D6,Oligodendrocytes progenitor cells,-10.96990777,-1.747963756,EdU_33,RNA,Oligodendrogenesis trajectory,1.609507087,1.163406657,-0.440563964
